"townid","town","county","x","full_address","full_address_Ire","lon","lat"
2534,"Abbey","Galway","","Abbey,Galway","Abbey,Galway,Ireland",-8.3901259,53.103368
1476,"Abbeydorney","Kerry","","Abbeydorney,Kerry","Abbeydorney,Kerry,Ireland",-9.6879095,52.346618
501,"Abbeyfeale","Kerry","","Abbeyfeale,Kerry","Abbeyfeale,Kerry,Ireland",-9.2970823,52.3861811
623,"Abbeyfeale","Limerick","","Abbeyfeale,Limerick","Abbeyfeale,Limerick,Ireland",-9.2970823,52.3861811
1398,"Abbeyfeale PO","Kerry","","Abbeyfeale PO,Kerry","Abbeyfeale PO,Kerry,Ireland",-9.2970823,52.3861811
2187,"Abbeyknockmoy","Galway","","Abbeyknockmoy,Galway","Abbeyknockmoy,Galway,Ireland",-8.74804,53.43649
667,"Abbeylara","Longford","","Abbeylara,Longford","Abbeylara,Longford,Ireland",-7.4488661,53.7652808
588,"Abbeyleix","Laois","","Abbeyleix,Laois","Abbeyleix,Laois,Ireland",-7.3478923,52.9152801
1159,"Abbeyshrule","Longford","","Abbeyshrule,Longford","Abbeyshrule,Longford,Ireland",-7.6575535,53.5825139
2655,"Abbeyside","","","Abbeyside,","Abbeyside,,Ireland",-7.6168652,52.0931797
326,"Abbotstown","Dublin","","Abbotstown,Dublin","Abbotstown,Dublin,Ireland",-6.3666919,53.3883497
698,"Achill","Mayo","","Achill,Mayo","Achill,Mayo,Ireland",-10.015335,53.9619505
699,"Achill Island","Mayo","","Achill Island,Mayo","Achill Island,Mayo,Ireland",-10.015335,53.9619505
700,"Achill Sound","Mayo","","Achill Sound,Mayo","Achill Sound,Mayo,Ireland",-10.015335,53.9619505
2266,"Achonry","Sligo","","Achonry,Sligo","Achonry,Sligo,Ireland",-8.6639096,54.0804305
801,"Aclare","Sligo","","Aclare,Sligo","Aclare,Sligo,Ireland",-8.8966534,54.0364622
1626,"Adamstown","Wexford","","Adamstown,Wexford","Adamstown,Wexford,Ireland",-6.7185567,52.3935687
624,"Adare","Limerick","","Adare,Limerick","Adare,Limerick,Ireland",-8.7925892,52.5636339
1317,"Adare","Limerick","","Adare,Limerick","Adare,Limerick,Ireland",-8.7925892,52.5636339
1128,"Adrigole","Cork","","Adrigole,Cork","Adrigole,Cork,Ireland",-9.7228146,51.694197
2372,"Aghabog","Monaghan","","Aghabog,Monaghan","Aghabog,Monaghan,Ireland",-7.0958937,54.147239
1482,"Aghabullogue","Cork","","Aghabullogue,Cork","Aghabullogue,Cork,Ireland",-8.8078507,51.9443038
1329,"Aghacashel","Leitrim","","Aghacashel,Leitrim","Aghacashel,Leitrim,Ireland",-7.93631,54.0732323
2166,"Aghada","Cork","","Aghada,Cork","Aghada,Cork,Ireland",-8.2089958,51.836983
1322,"Aghadegnan","","","Aghadegnan,","Aghadegnan,,Ireland",-7.806645,53.7419283
216,"Aghadowey","","","Aghadowey,","Aghadowey,,Ireland",-6.65189,55.02961
2245,"Aghadrumsee","Fermanagh","","Aghadrumsee,Fermanagh","Aghadrumsee,Fermanagh,Ireland",-7.2770833,54.2292749
2529,"Aghalee","Antrim","","Aghalee,Antrim","Aghalee,Antrim,Ireland",-6.2659683,54.5224256
2423,"Aghamore","Mayo","","Aghamore,Mayo","Aghamore,Mayo,Ireland",-8.8244725,53.8276872
1195,"Aghinagh","Cork","","Aghinagh,Cork","Aghinagh,Cork,Ireland",-8.89434,51.89425
2209,"Aghyaran","Tyrone","","Aghyaran,Tyrone","Aghyaran,Tyrone,Ireland",-7.7236784,54.6668294
1463,"Aglish","Waterford","","Aglish,Waterford","Aglish,Waterford,Ireland",-7.8222696,52.0715072
1538,"Ahakista","Cork","","Ahakista,Cork","Ahakista,Cork,Ireland",-9.6321826,51.5999082
1641,"Ahascragh","Galway","","Ahascragh,Galway","Ahascragh,Galway,Ireland",-8.3346318,53.3976127
1162,"Aherla","Cork","","Aherla,Cork","Aherla,Cork,Ireland",-8.7326019,51.8536728
826,"Aherlow","Tipperary","","Aherlow,Tipperary","Aherlow,Tipperary,Ireland",-8.19226,52.4198
1340,"Alacken","Cavan","","Alacken,Cavan","Alacken,Cavan,Ireland",-7.2987167,53.9723816
1,"Aldergrove","","","Aldergrove,","Aldergrove,,Ireland",-6.2431244,54.6446916
1840,"Allenwood","Kildare","","Allenwood,Kildare","Allenwood,Kildare,Ireland",-6.8618406,53.2839545
1507,"Allihies","Cork","","Allihies,Cork","Allihies,Cork,Ireland",-10.0441558,51.6412598
2044,"Altnagelvin","Derry","","Altnagelvin,Derry","Altnagelvin,Derry,Ireland",-7.2873335,54.9799363
2023,"Anglesboro","Limerick","","Anglesboro,Limerick","Anglesboro,Limerick,Ireland",-8.2895418,52.3403057
1526,"Anglesborough","Limerick","","Anglesborough,Limerick","Anglesborough,Limerick,Ireland",-8.2895418,52.3403057
1633,"Annacarty","Tipperary","","Annacarty,Tipperary","Annacarty,Tipperary,Ireland",-8.1103849,52.5644224
625,"Annacotty","Limerick","","Annacotty,Limerick","Annacotty,Limerick,Ireland",-8.5376764,52.6680427
2334,"Annacurra","Wicklow","","Annacurra,Wicklow","Annacurra,Wicklow,Ireland",-6.35305,52.83987
1047,"Annaduff","Leitrim","","Annaduff,Leitrim","Annaduff,Leitrim,Ireland",-7.9894635,53.922596
228,"Annagary","Donegal","","Annagary,Donegal","Annagary,Donegal,Ireland",-8.3136601,55.02044
1944,"Annagassan","Louth","","Annagassan,Louth","Annagassan,Louth,Ireland",-6.3434942,53.882628
1327,"Annaghdown","Galway","","Annaghdown,Galway","Annaghdown,Galway,Ireland",-9.0710338,53.3881317
2175,"Annaglough","Cavan","","Annaglough,Cavan","Annaglough,Cavan,Ireland",-6.95335,53.93861
1768,"Annagry","Donegal","","Annagry,Donegal","Annagry,Donegal,Ireland",-8.3136601,55.02044
294,"Annalong","Down","","Annalong,Down","Annalong,Down,Ireland",-5.90109,54.10771
1261,"Annamoe","Wicklow","","Annamoe,Wicklow","Annamoe,Wicklow,Ireland",-6.2542182,53.0315169
502,"Annascaul","Kerry","","Annascaul,Kerry","Annascaul,Kerry,Ireland",-10.0567611,52.1510786
2325,"Annestown","Waterford","","Annestown,Waterford","Annestown,Waterford,Ireland",-7.2719426,52.1405863
2073,"Annyalla","Monaghan","","Annyalla,Monaghan","Annyalla,Monaghan,Ireland",-6.78888,54.16064
2,"Antrim Town","Antrim","","Antrim Town,Antrim","Antrim Town,Antrim,Ireland",-6.2072498,54.7195338
2265,"Araglen","Cork","","Araglen,Cork","Araglen,Cork,Ireland",-8.1066188,52.2071513
2322,"Araglen","Waterford","","Araglen,Waterford","Araglen,Waterford,Ireland",-8.1066188,52.2071513
1430,"Araglin","Cork","","Araglin,Cork","Araglin,Cork,Ireland",-8.1066188,52.2071513
1539,"Aran","","","Aran,","Aran,,Ireland",-9.656332,53.0971747
440,"Aran Islands","Galway","","Aran Islands,Galway","Aran Islands,Galway,Ireland",-9.656332,53.0971747
1439,"Arbour Hill","Dublin","","Arbour Hill,Dublin","Arbour Hill,Dublin,Ireland",-6.2888873,53.3516251
2513,"Ard Na Gréine","Dublin","","Ard Na Gréine,Dublin","Ard Na Gréine,Dublin,Ireland",-6.2603097,53.3498053
626,"Ardagh","Limerick","","Ardagh,Limerick","Ardagh,Limerick,Ireland",-9.0637201,52.4941233
1283,"Ardagh","Limerick","","Ardagh,Limerick","Ardagh,Limerick,Ireland",-9.0637201,52.4941233
1284,"Ardagh","Longford","","Ardagh,Longford","Ardagh,Longford,Ireland",-7.69409,53.66715
2512,"Ardagh","","","Ardagh,","Ardagh,,Ireland",-7.69409,53.66715
1655,"Ardaghowen","","","Ardaghowen,","Ardaghowen,,Ireland",-8.460293,54.2727674
229,"Ardara","Donegal","","Ardara,Donegal","Ardara,Donegal,Ireland",-8.4092864,54.7671456
1008,"Ardattin","Carlow","","Ardattin,Carlow","Ardattin,Carlow,Ireland",-6.706149,52.7550249
2043,"Ardcath","Meath","","Ardcath,Meath","Ardcath,Meath,Ireland",-6.3916485,53.6091281
1462,"Ardcavan","Wexford","","Ardcavan,Wexford","Ardcavan,Wexford,Ireland",-6.4451472,52.3577533
1184,"Ardclough","Kildare","","Ardclough,Kildare","Ardclough,Kildare,Ireland",-6.5764394,53.290449
2454,"Ardcroney","Tipperary","","Ardcroney,Tipperary","Ardcroney,Tipperary,Ireland",-8.1561036,52.935516
681,"Ardee","Louth","","Ardee,Louth","Ardee,Louth,Ireland",-6.5400009,53.8576227
1914,"Ardee","","","Ardee,","Ardee,,Ireland",-6.5400009,53.8576227
503,"Ardfert","Kerry","","Ardfert,Kerry","Ardfert,Kerry,Ireland",-9.7693245,52.3273888
1546,"Ardfield","Cork","","Ardfield,Cork","Ardfield,Cork,Ireland",-8.9102498,51.566973
827,"Ardfinnan","Tipperary","","Ardfinnan,Tipperary","Ardfinnan,Tipperary,Ireland",-7.8842292,52.3092483
295,"Ardglass","Down","","Ardglass,Down","Ardglass,Down,Ireland",-5.6108327,54.2633033
1224,"Ardgroom","Cork","","Ardgroom,Cork","Ardgroom,Cork,Ireland",-9.89707,51.73373
2637,"Ardlougher","Cavan","","Ardlougher,Cavan","Ardlougher,Cavan,Ireland",-7.5759622,54.0632742
870,"Ardmore","Waterford","","Ardmore,Waterford","Ardmore,Waterford,Ireland",-7.725329,51.9510741
2601,"Ardmore","Galway","","Ardmore,Galway","Ardmore,Galway,Ireland",-9.7693646,53.3068664
1001,"Ardnacrusha","Clare","","Ardnacrusha,Clare","Ardnacrusha,Clare,Ireland",-8.6139472,52.7090984
2653,"Ardnageehy","Cork","","Ardnageehy,Cork","Ardnageehy,Cork,Ireland",-9.4221501,51.6804435
1262,"Ardpatrick","Limerick","","Ardpatrick,Limerick","Ardpatrick,Limerick,Ireland",-8.5253604,52.3414524
441,"Ardrahan","Galway","","Ardrahan,Galway","Ardrahan,Galway,Ireland",-8.8058651,53.1564343
1860,"Ardsallagh Beg","","","Ardsallagh Beg,","Ardsallagh Beg,,Ireland",-8.1824525,53.622291
1350,"Ardsallagh Woods","","","Ardsallagh Woods,","Ardsallagh Woods,,Ireland",-8.1785997,53.6189356
1680,"Arigna","Roscommon","","Arigna,Roscommon","Arigna,Roscommon,Ireland",-8.1125249,54.0763414
951,"Arklow","","","Arklow,","Arklow,,Ireland",-6.1599293,52.7976935
1039,"Arklow","Wicklow","","Arklow,Wicklow","Arklow,Wicklow,Ireland",-6.1599293,52.7976935
1577,"Armagh City","Armagh","","Armagh City,Armagh","Armagh City,Armagh,Ireland",-6.652792,54.3502798
26,"Armagh Town","Armagh","","Armagh Town,Armagh","Armagh Town,Armagh,Ireland",-6.652792,54.3502798
2618,"Arney","Fermanagh","","Arney,Fermanagh","Arney,Fermanagh,Ireland",-7.67597,54.29115
230,"Arranmore Island","Donegal","","Arranmore Island,Donegal","Arranmore Island,Donegal,Ireland",-8.5350585,54.9874345
327,"Artane","Dublin","","Artane,Dublin","Artane,Dublin,Ireland",-6.2095194,53.3831976
916,"Arthurstown","Wexford","","Arthurstown,Wexford","Arthurstown,Wexford,Ireland",-6.9513715,52.2420168
48,"Arva","Cavan","","Arva,Cavan","Arva,Cavan,Ireland",-7.5799134,53.9214383
49,"Arvagh","","","Arvagh,","Arvagh,,Ireland",-7.5799134,53.9214383
1178,"Asdee","Kerry","","Asdee,Kerry","Asdee,Kerry,Ireland",-9.5599987,52.5518462
730,"Ashbourne","Meath","","Ashbourne,Meath","Ashbourne,Meath,Ireland",-6.3973818,53.5111621
952,"Ashford","","","Ashford,","Ashford,,Ireland",-6.108289,53.0107896
1103,"Ashford","Wicklow","","Ashford,Wicklow","Ashford,Wicklow,Ireland",-6.108289,53.0107896
2415,"Ashford","Limerick","","Ashford,Limerick","Ashford,Limerick,Ireland",-9.0592141,52.3597394
1303,"Ashtown","Dublin","","Ashtown,Dublin","Ashtown,Dublin,Ireland",-6.3181386,53.3678093
627,"Askeaton","Limerick","","Askeaton,Limerick","Askeaton,Limerick,Ireland",-8.9717511,52.6006587
731,"Athboy","Meath","","Athboy,Meath","Athboy,Meath,Ireland",-6.915637,53.6236329
628,"Athea","Limerick","","Athea,Limerick","Athea,Limerick,Ireland",-9.289613,52.4609895
442,"Athenry","Galway","","Athenry,Galway","Athenry,Galway,Ireland",-8.7453768,53.3008131
1673,"Athgarvan","Kildare","","Athgarvan,Kildare","Athgarvan,Kildare,Ireland",-6.7777003,53.1528908
2143,"Athlacca","Limerick","","Athlacca,Limerick","Athlacca,Limerick,Ireland",-8.6500825,52.4580084
784,"Athleague","Roscommon","","Athleague,Roscommon","Athleague,Roscommon,Ireland",-8.2567472,53.5676272
901,"Athlone","Westmeath","","Athlone,Westmeath","Athlone,Westmeath,Ireland",-7.9406898,53.4239331
995,"Athlone","Roscommon","","Athlone,Roscommon","Athlone,Roscommon,Ireland",-7.9406898,53.4239331
1084,"Athlone","Offaly","","Athlone,Offaly","Athlone,Offaly,Ireland",-7.9406898,53.4239331
537,"Athy","Kildare","","Athy,Kildare","Athy,Kildare,Ireland",-6.9857281,52.9918336
2224,"Attanagh","Kilkenny","","Attanagh,Kilkenny","Attanagh,Kilkenny,Ireland",-7.3532315,52.8332953
2370,"Attanagh","Laois","","Attanagh,Laois","Attanagh,Laois,Ireland",-7.3532315,52.8332953
2270,"Attymass","Mayo","","Attymass,Mayo","Attymass,Mayo,Ireland",-9.0832485,54.0513142
1495,"Aughadown","Cork","","Aughadown,Cork","Aughadown,Cork,Ireland",-9.37507,51.54778
2248,"Aughamore","Leitrim","","Aughamore,Leitrim","Aughamore,Leitrim,Ireland",-7.9539796,53.8989952
2252,"Aughamore Far","Sligo","","Aughamore Far,Sligo","Aughamore Far,Sligo,Ireland",-8.43935,54.23502
1254,"Aughamore Near","Sligo","","Aughamore Near,Sligo","Aughamore Near,Sligo,Ireland",-8.45115,54.2395
1473,"Aughavas","Leitrim","","Aughavas,Leitrim","Aughavas,Leitrim,Ireland",-7.7158,53.95603
861,"Augher","Tyrone","","Augher,Tyrone","Augher,Tyrone,Ireland",-7.1323199,54.42792
668,"Aughnacliffe","Longford","","Aughnacliffe,Longford","Aughnacliffe,Longford,Ireland",-7.6046275,53.8477886
862,"Aughnacloy","Tyrone","","Aughnacloy,Tyrone","Aughnacloy,Tyrone,Ireland",-6.9746522,54.4133642
1741,"Aughnasheelin","Leitrim","","Aughnasheelin,Leitrim","Aughnasheelin,Leitrim,Ireland",-7.86394,54.06779
2396,"Aughoose","Mayo","","Aughoose,Mayo","Aughoose,Mayo,Ireland",-9.77388,54.25445
953,"Aughrim","Galway","","Aughrim,Galway","Aughrim,Galway,Ireland",-8.3165184,53.3023758
1457,"Aughrim","Wicklow","","Aughrim,Wicklow","Aughrim,Wicklow,Ireland",-6.3259331,52.8559337
1464,"Aughrim","Galway","","Aughrim,Galway","Aughrim,Galway,Ireland",-8.3165184,53.3023758
954,"Avoca","","","Avoca,","Avoca,,Ireland",-6.2140891,52.8586664
1387,"Avoca","Wicklow","","Avoca,Wicklow","Avoca,Wicklow,Ireland",-6.2140891,52.8586664
1654,"Avondale","Waterford","","Avondale,Waterford","Avondale,Waterford,Ireland",-7.1172202,52.2374198
1059,"Ayrfield","Dublin","","Ayrfield,Dublin","Ayrfield,Dublin,Ireland",-6.1827752,53.3942333
38,"Bagenalstown","Carlow","","Bagenalstown,Carlow","Bagenalstown,Carlow,Ireland",-6.9558676,52.7031106
50,"Bailieborough","Cavan","","Bailieborough,Cavan","Bailieborough,Cavan,Ireland",-6.9692942,53.9156096
1937,"Balally","Dublin","","Balally,Dublin","Balally,Dublin,Ireland",-6.2357436,53.2751192
329,"Balbriggan","Dublin","","Balbriggan,Dublin","Balbriggan,Dublin,Ireland",-6.1820798,53.6083194
330,"Baldoyle","Dublin","","Baldoyle,Dublin","Baldoyle,Dublin,Ireland",-6.1272516,53.3986712
1360,"Balgriffin","Dublin","","Balgriffin,Dublin","Balgriffin,Dublin,Ireland",-6.1765627,53.4096881
701,"Balla","Mayo","","Balla,Mayo","Balla,Mayo,Ireland",-9.1305015,53.8043767
589,"Ballacolla","Laois","","Ballacolla,Laois","Ballacolla,Laois,Ireland",-7.4465244,52.8826772
1220,"Ballagh","Limerick","","Ballagh,Limerick","Ballagh,Limerick,Ireland",-9.078274,52.372688
1686,"Ballagh","Limerick","","Ballagh,Limerick","Ballagh,Limerick,Ireland",-9.078274,52.372688
2598,"Ballagh","Tipperary","","Ballagh,Tipperary","Ballagh,Tipperary,Ireland",-8.1104927,52.4424696
785,"Ballaghaderreen","Roscommon","","Ballaghaderreen,Roscommon","Ballaghaderreen,Roscommon,Ireland",-8.5792106,53.9016968
1019,"Ballaghaderreen","Mayo","","Ballaghaderreen,Mayo","Ballaghaderreen,Mayo,Ireland",-8.5792106,53.9016968
1647,"Ballaghmoon","","","Ballaghmoon,","Ballaghmoon,,Ireland",-6.8901826,52.8778092
1770,"Ballaghmore","","","Ballaghmore,","Ballaghmore,,Ireland",-7.68983,52.96379
590,"Ballickmoyler","Laois","","Ballickmoyler,Laois","Ballickmoyler,Laois,Ireland",-7.011677,52.8786492
1017,"Ballickmoyler","Carlow","","Ballickmoyler,Carlow","Ballickmoyler,Carlow,Ireland",-7.011677,52.8786492
702,"Ballina","Mayo","","Ballina,Mayo","Ballina,Mayo,Ireland",-9.1550693,54.1149482
1164,"Ballina","Tipperary","","Ballina,Tipperary","Ballina,Tipperary,Ireland",-8.4309179,52.8070154
1948,"Ballina","Sligo","","Ballina,Sligo","Ballina,Sligo,Ireland",-9.1550693,54.1149482
1622,"Ballinabrackey","Meath","","Ballinabrackey,Meath","Ballinabrackey,Meath,Ireland",-7.1331525,53.4162082
1506,"Ballinabranna","Carlow","","Ballinabranna,Carlow","Ballinabranna,Carlow,Ireland",-6.9863829,52.7867232
2624,"Ballinacarrig","Carlow","","Ballinacarrig,Carlow","Ballinacarrig,Carlow,Ireland",-6.9072517,52.8180207
2189,"Ballinacarrow","Sligo","","Ballinacarrow,Sligo","Ballinacarrow,Sligo,Ireland",-8.560462,54.1340968
629,"Ballinacurra","Limerick","","Ballinacurra,Limerick","Ballinacurra,Limerick,Ireland",-8.6382691,52.6450097
1124,"Ballinacurra","Cork","","Ballinacurra,Cork","Ballinacurra,Cork,Ireland",-8.1667339,51.8995657
2249,"Ballinacurra Weston","Limerick","","Ballinacurra Weston,Limerick","Ballinacurra Weston,Limerick,Ireland",-8.6290864,52.6490399
2083,"Ballinadee","Cork","","Ballinadee,Cork","Ballinadee,Cork,Ireland",-8.6262475,51.7132009
1408,"Ballinafad","Galway","","Ballinafad,Galway","Ballinafad,Galway,Ireland",-9.8206284,53.456911
1736,"Ballinafad","Sligo","","Ballinafad,Sligo","Ballinafad,Sligo,Ireland",-8.3333304,54.0275633
786,"Ballinagare","Roscommon","","Ballinagare,Roscommon","Ballinagare,Roscommon,Ireland",-8.3793506,53.8375287
51,"Ballinagh","Cavan","","Ballinagh,Cavan","Ballinagh,Cavan,Ireland",-7.41044,53.9302
602,"Ballinaglera","Leitrim","","Ballinaglera,Leitrim","Ballinaglera,Leitrim,Ireland",-8.0097,54.34
1995,"Ballinagore","Westmeath","","Ballinagore,Westmeath","Ballinagore,Westmeath,Ireland",-7.464873,53.4064475
1335,"Ballinagree","Cork","","Ballinagree,Cork","Ballinagree,Cork,Ireland",-8.9249,51.97699
2345,"Ballinaheglish","Roscommon","","Ballinaheglish,Roscommon","Ballinaheglish,Roscommon,Ireland",-8.3128637,53.6875273
2642,"Ballinahina","Cork","","Ballinahina,Cork","Ballinahina,Cork,Ireland",-8.41263,52.0064
1825,"Ballinahinch","Tipperary","","Ballinahinch,Tipperary","Ballinahinch,Tipperary,Ireland",-8.3815259,52.7681766
1151,"Ballinahown","Offaly","","Ballinahown,Offaly","Ballinahown,Offaly,Ireland",-7.8488925,53.3506786
2421,"Ballinahown","Galway","","Ballinahown,Galway","Ballinahown,Galway,Ireland",-9.49897,53.23979
591,"Ballinakill","Laois","","Ballinakill,Laois","Ballinakill,Laois,Ireland",-7.3085753,52.8750077
871,"Ballinakill","Waterford","","Ballinakill,Waterford","Ballinakill,Waterford,Ireland",-7.0669791,52.2459743
1990,"Ballinalack","Westmeath","","Ballinalack,Westmeath","Ballinalack,Westmeath,Ireland",-7.473041,53.6305581
669,"Ballinalee","Longford","","Ballinalee,Longford","Ballinalee,Longford,Ireland",-7.6550915,53.7750724
2403,"Ballinamallard","Fermanagh","","Ballinamallard,Fermanagh","Ballinamallard,Fermanagh,Ireland",-7.59466,54.42071
2591,"Ballinameen","Roscommon","","Ballinameen,Roscommon","Ballinameen,Roscommon,Ireland",-8.301216,53.8972258
603,"Ballinamore","Leitrim","","Ballinamore,Leitrim","Ballinamore,Leitrim,Ireland",-7.8032043,54.0522181
1275,"Ballinamore Bridge","Galway","","Ballinamore Bridge,Galway","Ballinamore Bridge,Galway,Ireland",-8.3652828,53.4835534
1751,"Ballinamuck","Longford","","Ballinamuck,Longford","Ballinamuck,Longford,Ireland",-7.7172342,53.8648897
1492,"Ballinamult","Waterford","","Ballinamult,Waterford","Ballinamult,Waterford,Ireland",-7.7338323,52.2114993
1414,"Ballinaneashagh","Waterford","","Ballinaneashagh,Waterford","Ballinaneashagh,Waterford,Ireland",-7.1572051,52.2409344
1606,"Ballinard","","","Ballinard,","Ballinard,,Ireland",-8.4647477,52.52033
1359,"Ballinascarthy","Cork","","Ballinascarthy,Cork","Ballinascarthy,Cork,Ireland",-8.8577495,51.6724453
443,"Ballinasloe","Galway","","Ballinasloe,Galway","Ballinasloe,Galway,Ireland",-8.2269467,53.3287621
1315,"Ballinasloe","Roscommon","","Ballinasloe,Roscommon","Ballinasloe,Roscommon,Ireland",-8.2269467,53.3287621
1064,"Ballincar","Sligo","","Ballincar,Sligo","Ballincar,Sligo,Ireland",-8.5022036,54.2970322
112,"Ballincollig","Cork","","Ballincollig,Cork","Ballincollig,Cork,Ireland",-8.5949041,51.888026
1799,"Ballincurrig","Cork","","Ballincurrig,Cork","Ballincurrig,Cork,Ireland",-8.2276486,51.9887691
2304,"Ballindaggin","Wexford","","Ballindaggin,Wexford","Ballindaggin,Wexford,Ireland",-6.680261,52.568545
2381,"Ballindangan","Cork","","Ballindangan,Cork","Ballindangan,Cork,Ireland",-8.3401634,52.2373907
1700,"Ballinderreen","Galway","","Ballinderreen,Galway","Ballinderreen,Galway,Ireland",-8.9096455,53.1856721
703,"Ballindine","Mayo","","Ballindine,Mayo","Ballindine,Mayo,Ireland",-8.9567295,53.6692569
2468,"Ballindooley","Galway","","Ballindooley,Galway","Ballindooley,Galway,Ireland",-9.02682,53.30976
2418,"Ballindrait","Donegal","","Ballindrait,Donegal","Ballindrait,Donegal,Ireland",-7.5265306,54.8451594
113,"Ballineen","Cork","","Ballineen,Cork","Ballineen,Cork,Ireland",-8.948611,51.735556
1591,"Ballinfull","Sligo","","Ballinfull,Sligo","Ballinfull,Sligo,Ireland",-8.5811683,54.3617644
630,"Ballingarry","Limerick","","Ballingarry,Limerick","Ballingarry,Limerick,Ireland",-8.8623864,52.4734657
2257,"Ballingarry (NR)","Tipperary","","Ballingarry (NR),Tipperary","Ballingarry (NR),Tipperary,Ireland",-7.547113,52.5876621
2256,"Ballingarry (SR)","Tipperary","","Ballingarry (SR),Tipperary","Ballingarry (SR),Tipperary,Ireland",-7.547113,52.5876621
1104,"Ballingeary","Cork","","Ballingeary,Cork","Ballingeary,Cork,Ireland",-9.2326402,51.8507469
114,"Ballinhassig","Cork","","Ballinhassig,Cork","Ballinhassig,Cork,Ireland",-8.5377211,51.8123488
115,"Ballinlough","Cork","","Ballinlough,Cork","Ballinlough,Cork,Ireland",-8.4484808,51.8877205
787,"Ballinlough","Roscommon","","Ballinlough,Roscommon","Ballinlough,Roscommon,Ireland",-8.6335579,53.7418858
1248,"Ballinode","Sligo","","Ballinode,Sligo","Ballinode,Sligo,Ireland",-8.4591206,54.2792354
2661,"Ballinode","Monaghan","","Ballinode,Monaghan","Ballinode,Monaghan,Ireland",-7.0364418,54.266922
2433,"Ballinora","Cork","","Ballinora,Cork","Ballinora,Cork,Ireland",-8.57256,51.86127
1797,"Ballinrea","","","Ballinrea,","Ballinrea,,Ireland",-8.46959,52.0293
704,"Ballinrobe","Mayo","","Ballinrobe,Mayo","Ballinrobe,Mayo,Ireland",-9.2211143,53.6237338
1399,"Ballinruan","Clare","","Ballinruan,Clare","Ballinruan,Clare,Ireland",-8.8289701,52.9539989
504,"Ballinskelligs","Kerry","","Ballinskelligs,Kerry","Ballinskelligs,Kerry,Ireland",-10.2730136,51.8244027
116,"Ballinspittle","Cork","","Ballinspittle,Cork","Ballinspittle,Cork,Ireland",-8.5965941,51.6663408
331,"Ballinteer","Dublin","","Ballinteer,Dublin","Ballinteer,Dublin,Ireland",-6.2535293,53.2746173
117,"Ballintemple","Cork","","Ballintemple,Cork","Ballintemple,Cork,Ireland",-8.4347619,51.894359
802,"Ballintogher","Sligo","","Ballintogher,Sligo","Ballintogher,Sligo,Ireland",-8.3649676,54.2006449
2448,"Ballintotas","Cork","","Ballintotas,Cork","Ballintotas,Cork,Ireland",-8.0989333,51.9063105
231,"Ballintra","Donegal","","Ballintra,Donegal","Ballintra,Donegal,Ireland",-8.1243234,54.5788499
1833,"Ballintrillick","Sligo","","Ballintrillick,Sligo","Ballintrillick,Sligo,Ireland",-8.4073735,54.4087965
1788,"Ballintubber","Roscommon","","Ballintubber,Roscommon","Ballintubber,Roscommon,Ireland",-8.4100998,53.7180878
803,"Ballisodare","Sligo","","Ballisodare,Sligo","Ballisodare,Sligo,Ireland",-8.5090366,54.2121162
2006,"Ballitore","Kildare","","Ballitore,Kildare","Ballitore,Kildare,Ireland",-6.8156295,53.009742
732,"Ballivor","Meath","","Ballivor,Meath","Ballivor,Meath,Ireland",-6.9680717,53.5329521
39,"Ballon","Carlow","","Ballon,Carlow","Ballon,Carlow,Ireland",-6.7697839,52.7391042
332,"Ballsbridge","Dublin","","Ballsbridge,Dublin","Ballsbridge,Dublin,Ireland",-6.2305235,53.3288697
2449,"Ballyadams","Laois","","Ballyadams,Laois","Ballyadams,Laois,Ireland",-7.0741119,52.9668105
1582,"Ballyagran","Limerick","","Ballyagran,Limerick","Ballyagran,Limerick,Ireland",-8.7832954,52.4026441
444,"Ballybane","Galway","","Ballybane,Galway","Ballybane,Galway,Ireland",-9.0088531,53.2789277
755,"Ballybay","Monaghan","","Ballybay,Monaghan","Ballybay,Monaghan,Ireland",-6.9027864,54.1294617
1434,"Ballybeg","Waterford","","Ballybeg,Waterford","Ballybeg,Waterford,Ireland",-7.1422074,52.242052
1301,"Ballyboden","Dublin","","Ballyboden,Dublin","Ballyboden,Dublin,Ireland",-6.2926051,53.2823185
232,"Ballybofey","Donegal","","Ballybofey,Donegal","Ballybofey,Donegal,Ireland",-7.7875481,54.7968244
333,"Ballybough","Dublin","","Ballybough,Dublin","Ballybough,Dublin,Ireland",-6.2505635,53.3674614
1227,"Ballyboughal","Dublin","","Ballyboughal,Dublin","Ballyboughal,Dublin,Ireland",-6.2675954,53.520206
538,"Ballybrack","","","Ballybrack,","Ballybrack,,Ireland",-6.1193627,53.2487886
1120,"Ballybrack","Dublin","","Ballybrack,Dublin","Ballybrack,Dublin,Ireland",-6.1193627,53.2487886
872,"Ballybricken","Waterford","","Ballybricken,Waterford","Ballybricken,Waterford,Ireland",-7.1170621,52.2602102
2530,"Ballybricken","","","Ballybricken,","Ballybricken,,Ireland",-8.5147897,52.5677802
445,"Ballybrit","Galway","","Ballybrit,Galway","Ballybrit,Galway,Ireland",-8.9972899,53.2904256
592,"Ballybrittas","Laois","","Ballybrittas,Laois","Ballybrittas,Laois,Ireland",-7.1374187,53.109028
