"townid","town","county","x","full_address","full_address_Ire","lon","lat"
1229,"Castlejordan","Meath","","Castlejordan,Meath","Castlejordan,Meath,Ireland",-7.1185929,53.3973494
1645,"Castlejordan","Offaly","","Castlejordan,Offaly","Castlejordan,Offaly,Ireland",-7.1213632,53.3971158
344,"Castleknock","Dublin","","Castleknock,Dublin","Castleknock,Dublin,Ireland",-6.3584191,53.3736519
140,"Castlelyons","Cork","","Castlelyons,Cork","Castlelyons,Cork,Ireland",-8.2336991,52.0885669
1241,"Castlemagner","Cork","","Castlemagner,Cork","Castlemagner,Cork,Ireland",-8.8239314,52.1661129
639,"Castlemahon","Limerick","","Castlemahon,Limerick","Castlemahon,Limerick,Ireland",-9.0100733,52.4306979
514,"Castlemaine","Kerry","","Castlemaine,Kerry","Castlemaine,Kerry,Ireland",-9.7014756,52.1684322
2064,"Castlemaine","","","Castlemaine,","Castlemaine,,Ireland",-9.7014756,52.1684322
141,"Castlemartyr","Cork","","Castlemartyr,Cork","Castlemartyr,Cork,Ireland",-8.0535486,51.9119477
1627,"Castlemungret","Limerick","","Castlemungret,Limerick","Castlemungret,Limerick,Ireland",-8.6936401,52.6421795
1821,"Castleplunket","Roscommon","","Castleplunket,Roscommon","Castleplunket,Roscommon,Ireland",-8.3442002,53.7502258
903,"Castlepollard","Westmeath","","Castlepollard,Westmeath","Castlepollard,Westmeath,Ireland",-7.2964508,53.6800722
792,"Castlerea","Roscommon","","Castlerea,Roscommon","Castlerea,Roscommon,Ireland",-8.4924537,53.7686571
2091,"Castlerea","Galway","","Castlerea,Galway","Castlerea,Galway,Ireland",-8.4857119,53.761548
218,"Castlerock","","","Castlerock,","Castlerock,,Ireland",-6.7904168,55.164987
1725,"Castleshane","Monaghan","","Castleshane,Monaghan","Castleshane,Monaghan,Ireland",-6.8775676,54.2366271
2246,"Castletown","Laois","","Castletown,Laois","Castletown,Laois,Ireland",-7.4995604,52.9774693
2572,"Castletown Finea","Westmeath","","Castletown Finea,Westmeath","Castletown Finea,Westmeath,Ireland",-7.3312869,53.7545926
1137,"Castletown Geoghegan","Westmeath","","Castletown Geoghegan,Westmeath","Castletown Geoghegan,Westmeath,Ireland",-7.4876069,53.4462801
2041,"Castletown Kilberry","","","Castletown Kilberry,","Castletown Kilberry,,Ireland",-6.6793064,53.7008038
2376,"Castletown Kilpatrick","Meath","","Castletown Kilpatrick,Meath","Castletown Kilpatrick,Meath,Ireland",-6.71553,53.78091
142,"Castletownbere","Cork","","Castletownbere,Cork","Castletownbere,Cork,Ireland",-9.9103302,51.6514954
143,"Castletownroche","Cork","","Castletownroche,Cork","Castletownroche,Cork,Ireland",-8.4634479,52.1731113
144,"Castletownshend","Cork","","Castletownshend,Cork","Castletownshend,Cork,Ireland",-9.1793869,51.5265757
640,"Castletroy","Limerick","","Castletroy,Limerick","Castletroy,Limerick,Ireland",-8.5542622,52.673978
1646,"Castlewarren","Kilkenny","","Castlewarren,Kilkenny","Castlewarren,Kilkenny,Ireland",-7.06,52.42
300,"Castlewellan","Down","","Castlewellan,Down","Castlewellan,Down,Ireland",-5.9418219,54.2579967
515,"Causeway","Kerry","","Causeway,Kerry","Causeway,Kerry,Ireland",-9.7330771,52.414422
56,"Cavan Town","Cavan","","Cavan Town,Cavan","Cavan Town,Cavan,Ireland",-7.3633319,53.9897186
2500,"Cecilstown","Cork","","Cecilstown,Cork","Cecilstown,Cork,Ireland",-8.77565,52.1689565
542,"Celbridge","Kildare","","Celbridge,Kildare","Celbridge,Kildare,Ireland",-6.5384589,53.339897
345,"Chapelizod","Dublin","","Chapelizod,Dublin","Chapelizod,Dublin,Ireland",-6.3462465,53.34784
710,"Charlestown","Mayo","","Charlestown,Mayo","Charlestown,Mayo,Ireland",-8.7926035,53.9640248
145,"Charleville","Cork","","Charleville,Cork","Charleville,Cork,Ireland",-8.6831774,52.3549076
641,"Charleville","Limerick","","Charleville,Limerick","Charleville,Limerick,Ireland",-8.6831774,52.3549076
880,"Cheekpoint","Waterford","","Cheekpoint,Waterford","Cheekpoint,Waterford,Ireland",-7.0036114,52.2685767
2506,"Cherry Orchard","Dublin","","Cherry Orchard,Dublin","Cherry Orchard,Dublin,Ireland",-6.3683967,53.33705
1337,"Cherrymount","Waterford","","Cherrymount,Waterford","Cherrymount,Waterford,Ireland",-7.9140148,51.9954813
2068,"Chetwynd","Cork","","Chetwynd,Cork","Chetwynd,Cork,Ireland",-8.5220471,51.8625869
1595,"Churchfield","Cork","","Churchfield,Cork","Churchfield,Cork,Ireland",-8.4942357,51.9104312
1532,"Churchill","Donegal","","Churchill,Donegal","Churchill,Donegal,Ireland",-7.8915401,54.9893171
346,"Churchtown","Dublin","","Churchtown,Dublin","Churchtown,Dublin,Ireland",-6.2472352,53.2936028
2115,"Churchtown","Cork","","Churchtown,Cork","Churchtown,Cork,Ireland",-8.7308692,52.2713057
2383,"Churchtown South","Cork","","Churchtown South,Cork","Churchtown South,Cork,Ireland",-8.0795001,51.82688
982,"City Centre","Dublin","","City Centre,Dublin","City Centre,Dublin,Ireland",-6.2656231,53.3482143
2658,"Citywest","Dublin","","Citywest,Dublin","Citywest,Dublin,Ireland",-6.4148524,53.2770976
1745,"Claddaghduff","Galway","","Claddaghduff,Galway","Claddaghduff,Galway,Ireland",-10.1381689,53.5435013
2225,"Clady","Tyrone","","Clady,Tyrone","Clady,Tyrone,Ireland",-7.54122,54.79315
2554,"Clady","Armagh","","Clady,Armagh","Clady,Armagh,Ireland",-6.5666488,54.2525511
543,"Clane","Kildare","","Clane,Kildare","Clane,Kildare,Ireland",-6.6870404,53.293785
772,"Clara","Offaly","","Clara,Offaly","Clara,Offaly,Ireland",-7.6134801,53.3425103
2172,"Clara","","","Clara,","Clara,,Ireland",-7.6134801,53.3425103
1412,"Clare Island","Mayo","","Clare Island,Mayo","Clare Island,Mayo,Ireland",-9.9951076,53.8044772
77,"Clare Town","","","Clare Town,","Clare Town,,Ireland",-8.9811351,52.904532
78,"Clarecastle","Clare","","Clarecastle,Clare","Clarecastle,Clare,Ireland",-8.9642515,52.8147376
454,"Claregalway","Galway","","Claregalway,Galway","Claregalway,Galway,Ireland",-8.9456734,53.3409031
2356,"Clarehall","Dublin","","Clarehall,Dublin","Clarehall,Dublin,Ireland",-6.172969,53.4000012
455,"Claremorris","","","Claremorris,","Claremorris,,Ireland",-9.0017356,53.7238764
711,"Claremorris","Mayo","","Claremorris,Mayo","Claremorris,Mayo,Ireland",-9.0017356,53.7238764
1433,"Clareview","Limerick","","Clareview,Limerick","Clareview,Limerick,Ireland",-8.6530947,52.6724699
642,"Clarina","Limerick","","Clarina,Limerick","Clarina,Limerick,Ireland",-8.73269,52.63209
456,"Clarinbridge","Galway","","Clarinbridge,Galway","Clarinbridge,Galway,Ireland",-8.8773824,53.2293077
1116,"Clashmore","Waterford","","Clashmore,Waterford","Clashmore,Waterford,Ireland",-7.8188756,52.0093569
2030,"Claudy","Derry","","Claudy,Derry","Claudy,Derry,Ireland",-7.1535639,54.9118564
2036,"Cleariestown","Wexford","","Cleariestown,Wexford","Cleariestown,Wexford,Ireland",-6.59291,52.27662
457,"Cleggan","Galway","","Cleggan,Galway","Cleggan,Galway,Ireland",-10.1121917,53.556598
79,"Clifden","","","Clifden,","Clifden,,Ireland",-10.0202388,53.4891345
458,"Clifden","Galway","","Clifden,Galway","Clifden,Galway,Ireland",-10.0202388,53.4891345
2285,"Clifden","Kilkenny","","Clifden,Kilkenny","Clifden,Kilkenny,Ireland",-7.1553039,52.6393247
808,"Cliffoney","Sligo","","Cliffoney,Sligo","Cliffoney,Sligo,Ireland",-8.4534324,54.430559
246,"Cloghan","Donegal","","Cloghan,Donegal","Cloghan,Donegal,Ireland",-7.9338391,54.8410263
773,"Cloghan","Offaly","","Cloghan,Offaly","Cloghan,Offaly,Ireland",-7.8825143,53.2252399
1942,"Cloghane","Kerry","","Cloghane,Kerry","Cloghane,Kerry,Ireland",-10.1824514,52.2304787
838,"Clogheen","Tipperary","","Clogheen,Tipperary","Clogheen,Tipperary,Ireland",-7.9951028,52.2770794
1003,"Clogheen","Cork","","Clogheen,Cork","Clogheen,Cork,Ireland",-8.456243,51.9217254
864,"Clogher","Tyrone","","Clogher,Tyrone","Clogher,Tyrone,Ireland",-7.1645201,54.4143001
685,"Clogherhead","Louth","","Clogherhead,Louth","Clogherhead,Louth,Ireland",-6.2388506,53.7916777
2634,"Clogherinkoe","Kildare","","Clogherinkoe,Kildare","Clogherinkoe,Kildare,Ireland",NA,NA
347,"Cloghran","Dublin","","Cloghran,Dublin","Cloghran,Dublin,Ireland",-6.3572158,53.4119247
1832,"Cloghroe","Cork","","Cloghroe,Cork","Cloghroe,Cork,Ireland",-8.6486435,51.9283919
1643,"Clonahard","","","Clonahard,","Clonahard,,Ireland",-7.0231073,53.4515329
146,"Clonakilty","Cork","","Clonakilty,Cork","Clonakilty,Cork,Ireland",-8.9055104,51.6203379
2434,"Clonalvy","Meath","","Clonalvy,Meath","Clonalvy,Meath,Ireland",-6.3426811,53.5878375
1682,"Clonard","Meath","","Clonard,Meath","Clonard,Meath,Ireland",-7.0231073,53.4515329
2393,"Clonard","Wexford","","Clonard,Wexford","Clonard,Wexford,Ireland",-6.4633381,52.336916
1181,"Clonaslee","Laois","","Clonaslee,Laois","Clonaslee,Laois,Ireland",-7.5243696,53.1486014
1571,"Clonbanin","Cork","","Clonbanin,Cork","Clonbanin,Cork,Ireland",-8.4756035,51.8985143
2090,"Clonberne","Galway","","Clonberne,Galway","Clonberne,Galway,Ireland",-8.6478878,53.5607766
1077,"Clonbullogue","Offaly","","Clonbullogue,Offaly","Clonbullogue,Offaly,Ireland",-7.086431,53.2606831
459,"Clonbur","Galway","","Clonbur,Galway","Clonbur,Galway,Ireland",-9.3643582,53.5451643
1581,"Clonbur","Mayo","","Clonbur,Mayo","Clonbur,Mayo,Ireland",-9.3643582,53.5451643
348,"Clondalkin","Dublin","","Clondalkin,Dublin","Clondalkin,Dublin,Ireland",-6.3946263,53.3204476
671,"Clondra","Longford","","Clondra,Longford","Clondra,Longford,Ireland",-7.9043919,53.7311034
1513,"Clondrohid","Cork","","Clondrohid,Cork","Clondrohid,Cork,Ireland",-9.0227675,51.9292332
2532,"Clonea","Waterford","","Clonea,Waterford","Clonea,Waterford,Ireland",-7.5466563,52.0939543
2404,"Clonea Power","Waterford","","Clonea Power,Waterford","Clonea Power,Waterford,Ireland",-7.44779,52.28147
349,"Clonee","Dublin","","Clonee,Dublin","Clonee,Dublin,Ireland",-6.4426,53.4105621
735,"Clonee","Meath","","Clonee,Meath","Clonee,Meath,Ireland",-6.4426,53.4105621
2358,"Cloneen","Tipperary","","Cloneen,Tipperary","Cloneen,Tipperary,Ireland",-7.6018793,52.4755215
1620,"Clonegal","Carlow","","Clonegal,Carlow","Clonegal,Carlow,Ireland",-6.6477303,52.6948009
1777,"Clonegal","Wexford","","Clonegal,Wexford","Clonegal,Wexford,Ireland",-6.6372965,52.691922
758,"Clones","Monaghan","","Clones,Monaghan","Clones,Monaghan,Ireland",-7.2306671,54.1796829
1258,"Cloneygowan","Offaly","","Cloneygowan,Offaly","Cloneygowan,Offaly,Ireland",-7.2804446,53.1874518
2279,"Clonfanlough","Offaly","","Clonfanlough,Offaly","Clonfanlough,Offaly,Ireland",-7.9237797,53.3166251
2538,"Clongriffin","Dublin","","Clongriffin,Dublin","Clongriffin,Dublin,Ireland",-6.1534481,53.4013014
2577,"Clonkeen","Kerry","","Clonkeen,Kerry","Clonkeen,Kerry,Ireland",-9.31511,51.98111
80,"Clonlara","Clare","","Clonlara,Clare","Clonlara,Clare,Ireland",-8.5546236,52.7247118
2039,"Clonmacnois","","","Clonmacnois,","Clonmacnois,,Ireland",-7.9862945,53.3262773
2633,"Clonmacnoise","Offaly","","Clonmacnoise,Offaly","Clonmacnoise,Offaly,Ireland",-7.9862945,53.3262773
247,"Clonmany","Donegal","","Clonmany,Donegal","Clonmany,Donegal,Ireland",-7.4116109,55.2628052
839,"Clonmel","Tipperary","","Clonmel,Tipperary","Clonmel,Tipperary,Ireland",-7.6902551,52.3558172
1871,"Clonmel","Waterford","","Clonmel,Waterford","Clonmel,Waterford,Ireland",-7.6902551,52.3558172
904,"Clonmellon","Westmeath","","Clonmellon,Westmeath","Clonmellon,Westmeath,Ireland",-7.0183933,53.6640717
2520,"Clonmellon","Meath","","Clonmellon,Meath","Clonmellon,Meath,Ireland",-7.0183933,53.6640717
2599,"Clonmore","Armagh","","Clonmore,Armagh","Clonmore,Armagh,Ireland",-6.6400224,54.4838005
840,"Clonoulty","Tipperary","","Clonoulty,Tipperary","Clonoulty,Tipperary,Ireland",-7.9585478,52.6042748
927,"Clonroche","Wexford","","Clonroche,Wexford","Clonroche,Wexford,Ireland",-6.7174157,52.4496872
1057,"Clonrollagh","Longford","","Clonrollagh,Longford","Clonrollagh,Longford,Ireland",-7.797433,53.7539881
350,"Clonshaugh","Dublin","","Clonshaugh,Dublin","Clonshaugh,Dublin,Ireland",-6.2109066,53.412688
351,"Clonsilla","Dublin","","Clonsilla,Dublin","Clonsilla,Dublin,Ireland",-6.4244504,53.3868977
352,"Clonskeagh","Dublin","","Clonskeagh,Dublin","Clonskeagh,Dublin,Ireland",-6.2418651,53.3084815
353,"Clontarf","Dublin","","Clontarf,Dublin","Clontarf,Dublin,Ireland",-6.2045103,53.3660165
1607,"Clonterm","Longford","","Clonterm,Longford","Clonterm,Longford,Ireland",-7.8283724,53.7127301
760,"Clontibret","Monaghan","","Clontibret,Monaghan","Clontibret,Monaghan,Ireland",-6.8415402,54.2054431
606,"Cloone","Leitrim","","Cloone,Leitrim","Cloone,Leitrim,Ireland",-7.7853396,53.9458795
2148,"Clooney","Clare","","Clooney,Clare","Clooney,Clare,Ireland",-9.2306201,52.93818
1511,"Cloonfad","Roscommon","","Cloonfad,Roscommon","Cloonfad,Roscommon,Ireland",-8.7518199,53.6867556
1814,"Clough","Down","","Clough,Down","Clough,Down,Ireland",-5.83734,54.2912
2488,"Clough Village","Laois","","Clough Village,Laois","Clough Village,Laois,Ireland",-7.5098312,52.8868194
2664,"Cloughbrack","Galway","","Cloughbrack,Galway","Cloughbrack,Galway,Ireland",-9.43502,53.56069
1969,"Cloughduv","Cork","","Cloughduv,Cork","Cloughduv,Cork,Ireland",-8.7880041,51.8473203
841,"Cloughjordan","Tipperary","","Cloughjordan,Tipperary","Cloughjordan,Tipperary,Ireland",-8.0383372,52.9429442
2263,"Cloughmills","Antrim","","Cloughmills,Antrim","Cloughmills,Antrim,Ireland",-6.3325399,54.99904
1789,"Cloverhill","Roscommon","","Cloverhill,Roscommon","Cloverhill,Roscommon,Ireland",-8.3838983,53.7511459
147,"Cloyne","Cork","","Cloyne,Cork","Cloyne,Cork,Ireland",-8.121237,51.8630971
2467,"Clune","Tipperary","","Clune,Tipperary","Clune,Tipperary,Ireland",-7.64851,52.54809
2558,"Coa","Fermanagh","","Coa,Fermanagh","Coa,Fermanagh,Ireland",-7.5640344,54.4061086
1005,"Coachford","Cork","","Coachford,Cork","Coachford,Cork,Ireland",-8.7889601,51.909471
2215,"Coalisland","Tyrone","","Coalisland,Tyrone","Coalisland,Tyrone,Ireland",-6.7022475,54.5403238
148,"Cobh","Cork","","Cobh,Cork","Cobh,Cork,Ireland",-8.2942858,51.8503357
2385,"Coill Dubh","Kildare","","Coill Dubh,Kildare","Coill Dubh,Kildare,Ireland",-6.8185844,53.2931573
1783,"Colbinstown","Kildare","","Colbinstown,Kildare","Colbinstown,Kildare,Ireland",-6.7597728,53.0321408
1726,"Colehill","Longford","","Colehill,Longford","Colehill,Longford,Ireland",-7.6744478,53.5944119
220,"Coleraine","Derry","","Coleraine,Derry","Coleraine,Derry,Ireland",-6.6646103,55.1325802
905,"Collinstown","Westmeath","","Collinstown,Westmeath","Collinstown,Westmeath,Ireland",-7.21216,53.6474715
686,"Collon","Louth","","Collon,Louth","Collon,Louth,Ireland",-6.4840991,53.7777425
1438,"Collon","Meath","","Collon,Meath","Collon,Meath,Ireland",-6.4708175,53.7642457
809,"Collooney","Sligo","","Collooney,Sligo","Collooney,Sligo,Ireland",-8.4988292,54.1803292
301,"Comber","Down","","Comber,Down","Comber,Down,Ireland",-5.7456751,54.5504547
1652,"Conahy","Kilkenny","","Conahy,Kilkenny","Conahy,Kilkenny,Ireland",-7.30596,52.76334
712,"Cong","Mayo","","Cong,Mayo","Cong,Mayo,Ireland",-9.2834604,53.5416844
1698,"Cong","Galway","","Cong,Galway","Cong,Galway,Ireland",-9.2834604,53.5416844
1242,"Conna","Cork","","Conna,Cork","Conna,Cork,Ireland",-8.1073545,52.0931079
460,"Connemara","Galway","","Connemara,Galway","Connemara,Galway,Ireland",-9.2010673,53.2486408
1709,"Connolly","Clare","","Connolly,Clare","Connolly,Clare,Ireland",-9.1834499,52.8306378
248,"Convoy","Donegal","","Convoy,Donegal","Convoy,Donegal,Ireland",-7.6654467,54.859725
865,"Cookstown","Tyrone","","Cookstown,Tyrone","Cookstown,Tyrone,Ireland",-6.7443895,54.6418158
1432,"Coolagh","Kilkenny","","Coolagh,Kilkenny","Coolagh,Kilkenny,Ireland",-7.3825052,52.4969212
810,"Coolaney","Sligo","","Coolaney,Sligo","Coolaney,Sligo,Ireland",-8.6008023,54.1738093
1163,"Coolarty","Longford","","Coolarty,Longford","Coolarty,Longford,Ireland",-7.55918,53.75334
1919,"Coolattin","","","Coolattin,","Coolattin,,Ireland",-6.519587,52.7469382
1609,"Coolcarrigan","","","Coolcarrigan,","Coolcarrigan,,Ireland",-6.8692983,53.3200576
1404,"Coolcotts","Wexford","","Coolcotts,Wexford","Coolcotts,Wexford,Ireland",-6.5019436,52.3363695
1073,"Coolderry","Offaly","","Coolderry,Offaly","Coolderry,Offaly,Ireland",-7.86019,53.0141949
2000,"Coole","Westmeath","","Coole,Westmeath","Coole,Westmeath,Ireland",-7.3666546,53.6992601
1307,"Coolea","Cork","","Coolea,Cork","Coolea,Cork,Ireland",-9.2177972,51.9282765
1765,"Cooleeny","","","Cooleeny,","Cooleeny,,Ireland",-7.7438652,53.7130332
2608,"Cooley","Louth","","Cooley,Louth","Cooley,Louth,Ireland",-6.2186266,54.0341895
2289,"Coolgreany","Wexford","","Coolgreany,Wexford","Coolgreany,Wexford,Ireland",-6.2360077,52.7647077
2004,"Coolkenno","Carlow","","Coolkenno,Carlow","Coolkenno,Carlow,Ireland",-6.66556,52.74355
1574,"Coolmeen","Clare","","Coolmeen,Clare","Coolmeen,Clare,Ireland",-9.2140599,52.6526667
2286,"Coolmine","Dublin","","Coolmine,Dublin","Coolmine,Dublin,Ireland",-6.3980238,53.3913714
354,"Coolock","Dublin","","Coolock,Dublin","Coolock,Dublin,Ireland",-6.199216,53.3882315
594,"Coolrain","Laois","","Coolrain,Laois","Coolrain,Laois,Ireland",-7.5658368,52.9774066
761,"Coolshannagh","Monaghan","","Coolshannagh,Monaghan","Coolshannagh,Monaghan,Ireland",-6.965061,54.2588375
2338,"Coon","Kilkenny","","Coon,Kilkenny","Coon,Kilkenny,Ireland",-7.1192731,52.7863018
2194,"Coonagh","Limerick","","Coonagh,Limerick","Coonagh,Limerick,Ireland",-8.6919033,52.6671454
2048,"Cooraclare","Clare","","Cooraclare,Clare","Cooraclare,Clare,Ireland",-9.4184066,52.7027182
607,"Cootehall","","","Cootehall,","Cootehall,,Ireland",-8.1580068,53.9841688
2156,"Cootehall","Roscommon","","Cootehall,Roscommon","Cootehall,Roscommon,Ireland",-8.1580068,53.9841688
57,"Cootehill","Cavan","","Cootehill,Cavan","Cootehill,Cavan,Ireland",-7.0823541,54.0725034
643,"Corbally","Limerick","","Corbally,Limerick","Corbally,Limerick,Ireland",-8.6119953,52.6803337
2042,"Corcaghan","Monaghan","","Corcaghan,Monaghan","Corcaghan,Monaghan,Ireland",-7.0010836,54.1905928
2627,"Corcullen","Galway","","Corcullen,Galway","Corcullen,Galway,Ireland",-9.154109,53.3037027
2242,"Corduff","Dublin","","Corduff,Dublin","Corduff,Dublin,Ireland",-6.378893,53.397556
149,"Cork City","Cork","","Cork City,Cork","Cork City,Cork,Ireland",-8.4756035,51.8985143
1256,"Corkbeg","","","Corkbeg,","Corkbeg,,Ireland",-8.2485123,51.8207471
2034,"Corlismore","Cavan","","Corlismore,Cavan","Corlismore,Cavan,Ireland",-7.4672943,53.9276126
2084,"Corlough","Cavan","","Corlough,Cavan","Corlough,Cavan,Ireland",-7.7681185,54.126021
2103,"Cornacassa","","","Cornacassa,","Cornacassa,,Ireland",-6.9897947,54.2460564
2402,"Cornagun","","","Cornagun,","Cornagun,,Ireland",-7.6920536,53.1423672
461,"Cornamona","Galway","","Cornamona,Galway","Cornamona,Galway,Ireland",-9.4488086,53.5145818
81,"Corofin","Clare","","Corofin,Clare","Corofin,Clare,Ireland",-9.0640874,52.9448216
462,"Corrandulla","Galway","","Corrandulla,Galway","Corrandulla,Galway,Ireland",-8.9957945,53.3991608
2533,"Corravilla","","","Corravilla,","Corravilla,,Ireland",-6.9738009,53.9750719
1363,"Costelloe","Galway","","Costelloe,Galway","Costelloe,Galway,Ireland",-9.5499547,53.2879391
150,"Courtmacsherry","Cork","","Courtmacsherry,Cork","Courtmacsherry,Cork,Ireland",-8.7059339,51.6338554
928,"Courtown","Wexford","","Courtown,Wexford","Courtown,Wexford,Ireland",-6.2286169,52.6448624
1943,"Courtown Harbour","Wexford","","Courtown Harbour,Wexford","Courtown Harbour,Wexford,Ireland",-6.2286169,52.6448624
1868,"Courtwood","","","Courtwood,","Courtwood,,Ireland",-7.0752485,53.0800944
2622,"Craanford","Wexford","","Craanford,Wexford","Craanford,Wexford,Ireland",-6.38717,52.68234
27,"Craigavon","Armagh","","Craigavon,Armagh","Craigavon,Armagh,Ireland",-6.4175653,54.4429264
2327,"Cranford","Donegal","","Cranford,Donegal","Cranford,Donegal,Ireland",-7.7141311,55.1462129
2181,"Cranmore","Sligo","","Cranmore,Sligo","Cranmore,Sligo,Ireland",-8.49437,54.24316
1413,"Cranny","Clare","","Cranny,Clare","Cranny,Clare,Ireland",-9.2254726,52.6924765
82,"Cratloe","Clare","","Cratloe,Clare","Cratloe,Clare,Ireland",-8.7665593,52.6996826
463,"Craughwell","Galway","","Craughwell,Galway","Craughwell,Galway,Ireland",-8.7347736,53.2302689
302,"Crawfordsburn","","","Crawfordsburn,","Crawfordsburn,,Ireland",-5.7314501,54.65972
1829,"Crecora","Limerick","","Crecora,Limerick","Crecora,Limerick,Ireland",-8.6690881,52.5763074
1243,"Cree","Clare","","Cree,Clare","Cree,Clare,Ireland",-9.4300702,52.7463342
1728,"Creenagh","","","Creenagh,","Creenagh,,Ireland",-7.841485,53.9151334
249,"Creeslough","Donegal","","Creeslough,Donegal","Creeslough,Donegal,Ireland",-7.9094676,55.1233497
2568,"Creevy","Longford","","Creevy,Longford","Creevy,Longford,Ireland",-7.4429943,53.7948927
2546,"Creggan","Derry","","Creggan,Derry","Creggan,Derry,Ireland",-7.3480413,54.9959672
464,"Creggs","Galway","","Creggs,Galway","Creggs,Galway,Ireland",-8.3608217,53.5951306
2335,"Creggs","Roscommon","","Creggs,Roscommon","Creggs,Roscommon,Ireland",-8.3608217,53.5951306
2236,"Creighan","Cavan","","Creighan,Cavan","Creighan,Cavan,Ireland",-7.3582223,53.9801758
1061,"Crettyard","Carlow","","Crettyard,Carlow","Crettyard,Carlow,Ireland",-7.1276304,52.8418541
1072,"Crettyard","Laois","","Crettyard,Laois","Crettyard,Laois,Ireland",-7.1276304,52.8418541
1976,"Crettyard","Kilkenny","","Crettyard,Kilkenny","Crettyard,Kilkenny,Ireland",-7.1276304,52.8418541
1842,"Croagh","Limerick","","Croagh,Limerick","Croagh,Limerick,Ireland",-8.8713139,52.5348198
250,"Crolly","Donegal","","Crolly,Donegal","Crolly,Donegal,Ireland",-8.260615,55.0272452
2645,"Cromane","","","Cromane,","Cromane,,Ireland",-9.8985347,52.1061221
2318,"Crooke","Waterford","","Crooke,Waterford","Crooke,Waterford,Ireland",-6.9796504,52.2294852
1608,"Crookhaven","Cork","","Crookhaven,Cork","Crookhaven,Cork,Ireland",-9.7260407,51.4684006
151,"Crookstown","Cork","","Crookstown,Cork","Crookstown,Cork,Ireland",-8.8304319,51.842427
2650,"Crookstown","Kildare","","Crookstown,Kildare","Crookstown,Kildare,Ireland",-6.80925,53.02115
644,"Croom","Limerick","","Croom,Limerick","Croom,Limerick,Ireland",-8.7181859,52.5189564
1579,"Cross","Mayo","","Cross,Mayo","Cross,Mayo,Ireland",-9.2175128,53.5410704
2439,"Cross","Clare","","Cross,Clare","Cross,Clare,Ireland",-9.7747423,52.5986204
1067,"Crossabeg","Wexford","","Crossabeg,Wexford","Crossabeg,Wexford,Ireland",-6.5006134,52.3847761
1152,"Crossbarry","Cork","","Crossbarry,Cork","Crossbarry,Cork,Ireland",-8.6453657,51.8020473
1481,"Crossdoney","Cavan","","Crossdoney,Cavan","Crossdoney,Cavan,Ireland",-7.4336255,53.9542763
1014,"Crosserlough","Cavan","","Crosserlough,Cavan","Crosserlough,Cavan,Ireland",-7.2884148,53.8647112
1480,"Crossgar","Down","","Crossgar,Down","Crossgar,Down,Ireland",-5.7627853,54.3974044
152,"Crosshaven","Cork","","Crosshaven,Cork","Crosshaven,Cork,Ireland",-8.2931538,51.8011059
58,"Crosskeys","Cavan","","Crosskeys,Cavan","Crosskeys,Cavan,Ireland",-7.2648297,53.9189605
1808,"Crossmaglen","Armagh","","Crossmaglen,Armagh","Crossmaglen,Armagh,Ireland",-6.6087567,54.0774066
713,"Crossmolina","Mayo","","Crossmolina,Mayo","Crossmolina,Mayo,Ireland",-9.3158456,54.100342
2639,"Crossneen","Carlow","","Crossneen,Carlow","Crossneen,Carlow,Ireland",-6.9544861,52.825761
2604,"Crosspatrick","Kilkenny","","Crosspatrick,Kilkenny","Crosspatrick,Kilkenny,Ireland",-7.6007314,52.7721952
2504,"Crossroads","Donegal","","Crossroads,Donegal","Crossroads,Donegal,Ireland",-8.112297,55.136539
1490,"Crubany","Cavan","","Crubany,Cavan","Crubany,Cavan,Ireland",-7.3229896,53.9637748
12,"Crumlin","Antrim","","Crumlin,Antrim","Crumlin,Antrim,Ireland",-6.2141019,54.6231751
355,"Crumlin","Dublin","","Crumlin,Dublin","Crumlin,Dublin,Ireland",-6.3089222,53.3252584
1931,"Crumlin Village","Dublin","","Crumlin Village,Dublin","Crumlin Village,Dublin,Ireland",-6.3089222,53.3252584
1565,"Crusheen","Clare","","Crusheen,Clare","Crusheen,Clare,Ireland",-8.8967688,52.9386532
1415,"Cuffesgrange","Kilkenny","","Cuffesgrange,Kilkenny","Cuffesgrange,Kilkenny,Ireland",-7.3097,52.59173
2220,"Culdaff","Donegal","","Culdaff,Donegal","Culdaff,Donegal,Ireland",-7.1651352,55.2859437
1033,"Culleens","Sligo","","Culleens,Sligo","Culleens,Sligo,Ireland",-8.9916907,54.2118163
1548,"Cullen","Cork","","Cullen,Cork","Cullen,Cork,Ireland",-9.1211066,52.1118613
2040,"Cullen","Tipperary","","Cullen,Tipperary","Cullen,Tipperary,Ireland",-8.2751209,52.5107765
1761,"Cullohill","Laois","","Cullohill,Laois","Cullohill,Laois,Ireland",-7.4746894,52.8186911
2008,"Culloville","Monaghan","","Culloville,Monaghan","Culloville,Monaghan,Ireland",-6.6606284,54.0343317
2271,"Culloville","Armagh","","Culloville,Armagh","Culloville,Armagh,Ireland",-6.6425801,54.06142
1786,"Cullyhanna","Armagh","","Cullyhanna,Armagh","Cullyhanna,Armagh,Ireland",-6.5872599,54.13077
2142,"Culmore","Derry","","Culmore,Derry","Culmore,Derry,Ireland",-7.27389,55.04942
